live,name,lan,kommun,address,website,phone,products,onSiteSales,tastingRoom,openingHours,season,rating,reviewCount,source,place_id,_source_file
yes,Ostbutiken,Västra Götaland,,"Medborgaregatan 9, 431 30 Mölndal, Sverige",http://www.ostbutiken.se/,031-27 90 95,mejeri,yes,no,"måndag: Stängt, tisdag: 10:00–18:00, onsdag: 10:00–18:00, torsdag: 10:00–18:00, fredag: 10:00–19:00, lördag: 10:00–15:00, söndag: Stängt",,4.2,176,google-places:gårdsmejeri,ChIJbbGXKzHyT0YRkTgK0D4uIPk,google-places-farms-expansion-2.json
no,Pannhuset Kafé & Krog Nääs Fabriker,Västra Götaland,,"Spinnerivägen 1, 448 50 Tollered, Sverige",https://www.naasfabriker.se/mat-dryck/pannhuset/,031-785 18 05,annat,yes,yes,"måndag: 10:00–18:00, tisdag: 10:00–18:00, onsdag: 10:00–18:00, torsdag: 10:00–18:00, fredag: 10:00–22:00, lördag: 10:00–22:00, söndag: 10:00–17:00",,4.2,510,google-places:gårdscafé,ChIJFcxDni9URUYRv8QN-QXYAKk,google-places-farms-expansion-2.json
yes,Pernmyrs Gård (Karebygården),Västra Götaland,,"Torp Pernmyrs gård 230, 442 93 Kareby, Sverige",http://www.granslosabrollop.se/,073-542 01 48,annat,yes,yes,,,4.5,28,google-places:gårdsrestaurang,ChIJtT8thSdnRUYRcQLrUi_GvOg,google-places-farms-expansion-2.json
yes,Persgårdens Ekologiska AB,Västra Götaland,,"Stigby Persgård 2, 563 94 Visingsö, Sverige",http://www.persgarden.se/,0390-401 56,annat,no,no,"måndag: 10:00–17:00, tisdag: 10:00–17:00, onsdag: 10:00–17:00, torsdag: 10:00–17:00, fredag: 10:00–17:00, lördag: 10:00–17:00, söndag: 10:00–17:00",,4.3,322,google-places:lokal producent mat,ChIJnypcgTFBWkYRoyZZeLfKsjg,google-places-farms-expansion-2.json
yes,Poppels Bryggeri,Västra Götaland,,"Kanalstråket 5, 433 76 Jonsered, Sverige",http://www.poppels.se/,,öl,no,yes,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: 17:00–22:00, fredag: 11:30–13:30, 16:00–22:00, lördag: 12:00–22:00, söndag: Stängt",,4.5,138,google-places:bryggeri,ChIJox3sZ_rwT0YRS8tbbY9vUU4,google-places-farms-expansion-2.json
yes,Poppels Citybryggeri,Västra Götaland,Göteborg,"Vikingsgatan 1, 411 04 Göteborg, Sverige",https://www.poppels.se/citybryggeriet/,070-215 00 72,öl,no,yes,"måndag: 11:30–14:00, tisdag: 11:30–23:00, onsdag: 11:30–23:00, torsdag: 11:30–23:00, fredag: 11:30–23:00, lördag: 13:00–23:00, söndag: Stängt",,4.2,587,google-places:bryggeri,ChIJzdgDzT7zT0YRQXJMWHKNgjg,google-places-farms-expansion-2.json
yes,Poppels Öl&Mat,Västra Götaland,,"Kanalstråket 5, 433 76 Jonsered, Sverige",https://poppelsolochmat.se/,076-324 77 37,öl,no,yes,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: 17:00–22:00, fredag: 17:00–22:00, lördag: 12:00–22:00, söndag: Stängt",,4.4,320,google-places:bryggeri,ChIJ04Q2oqz3T0YRlj7S2q-bsuw,google-places-farms-expansion-2.json
yes,Proton Brewery,Västra Götaland,Borås,"Boråsvägen 5, 516 33 Dalsjöfors, Sverige",http://www.protonbrewery.se/,,öl,no,yes,,,4.9,23,google-places:bryggeri,ChIJ_ybOdcGfWkYRDPMFRMPa5sY,google-places-farms-expansion-2.json
yes,Prästakvarna Gårdsbutik,Västra Götaland,Skövde,"PRÄSTAKVARN, 549 94 Skövde, Sverige",https://www.prastakvarna.se/,,annat,yes,no,"måndag: Öppet dygnet runt, tisdag: Öppet dygnet runt, onsdag: Öppet dygnet runt, torsdag: Öppet dygnet runt, fredag: Öppet dygnet runt, lördag: Öppet dygnet runt, söndag: Öppet dygnet runt",,4.7,38,google-places:gårdsbutik,ChIJD0Y1UAYFW0YRwRnRhrmSF0o,google-places-farms-expansion-2.json
yes,Prästgårdens Mejeri,Västra Götaland,,"Lommaryds prästgård 2, 578 91 Aneby, Sverige",http://prastgardensmejeri.se/,070-691 21 86,mejeri,no,no,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: 15:00–18:00, fredag: Stängt, lördag: 11:00–14:00, söndag: Stängt",,4.9,7,google-places:gårdsmejeri,ChIJ7adS3sIjWkYR03TYQgeW7TE,google-places-farms-expansion-2.json
yes,Quna AB,Västra Götaland,,"Analysvägen 52, 435 33 Mölnlycke, Sverige",http://www.quna.nu/,031-337 68 68,öl,no,yes,"måndag: 09:00–18:00, tisdag: 09:00–18:00, onsdag: 09:00–18:00, torsdag: 09:00–18:00, fredag: 09:00–18:00, lördag: Stängt, söndag: Stängt",,4.3,20,google-places:bryggeri,ChIJYQ5tEOPxT0YRmbMZCWcsB08,google-places-farms-expansion-2.json
yes,Qvarnens Bryggeri & Destilleri,Västra Götaland,,"Kvarnbygatan 8B, 431 34 Mölndal, Sverige",https://qvarnens.se/,,öl; sprit,no,yes,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: Stängt, lördag: 15:00–23:00, söndag: Stängt",,4.9,16,google-places:bryggeri,ChIJ7_bbLQDzT0YRxed_2Q-yXp0,google-places-farms-expansion-2.json
yes,Qvänum Mat & Malt AB,Västra Götaland,,"Gategården 1, 535 91 Kvänum, Sverige",https://www.qvanum.se/,0512-938 23,öl,no,yes,,,4.7,30,google-places:bryggeri,ChIJVVVVVWXbWkYR_X7auXt8PWA,google-places-farms-expansion-2.json
yes,Ramhulta Gård,Västra Götaland,,"Ramhulta 1, 439 72 Fjärås, Sverige",http://ramhultagard.se/,,grönsaker,no,no,,,5,4,google-places:odlare gård,ChIJcy771RHiT0YRLd5f2eTBdWQ,google-places-farms-expansion-2.json
no,Restaurang Bryggeriet Avenyn,Västra Götaland,Göteborg,"Kungsportsavenyen 3, 411 36 Göteborg, Sverige",http://www.bryggeriet.se/,031-711 92 60,öl,no,yes,"måndag: 11:00–01:00, tisdag: 11:00–01:00, onsdag: 11:00–01:00, torsdag: 11:00–01:00, fredag: 11:00–05:00, lördag: 11:00–05:00, söndag: 11:00–01:00",,3.5,2382,google-places:bryggeri,ChIJjWVOGHDzT0YRyChVoFykme0,google-places-farms-expansion-2.json
no,Restaurang Logen,Västra Götaland,,"Ästad 2, 432 77 Tvååker, Sverige",https://astadvingard.se/restauranger/logen/,0340-460 61,vin,no,yes,"måndag: 07:30–23:30, tisdag: 07:30–23:30, onsdag: 07:30–23:30, torsdag: 07:30–23:30, fredag: 07:30–23:30, lördag: 07:30–23:30, söndag: 07:30–23:30",,4.4,82,google-places:vingård,ChIJwyMCUYwzUEYRrX5Bldo8gZA,google-places-farms-expansion-2.json
no,Restaurang Signum,Västra Götaland,,"Långenäsvägen 150, 435 35 Mölnlycke, Sverige",http://restaurantsignum.com/,031-88 18 03,annat,yes,yes,"måndag: Stängt, tisdag: Stängt, onsdag: 18:00–00:00, torsdag: 18:00–00:00, fredag: 18:00–00:00, lördag: 13:00–19:00, söndag: Stängt",,4.9,67,google-places:gårdsrestaurang,ChIJcwxYz2PxT0YRbOv1sdSxCMg,google-places-farms-expansion-2.json
no,Restaurang Stenebygrytan,Västra Götaland,,"Steneby Gård 1, 666 94 Dals Långed, Sverige",https://www.dalslandsaktiviteter.com/stenebygrytan,0531-330 05,annat,yes,yes,,,4.2,192,google-places:gårdsrestaurang,ChIJ45MXi3yNREYRgNruTw4VFs0,google-places-farms-expansion-2.json
no,Restaurang ÄNG,Västra Götaland,,"Ästad 10, 432 77 Tvååker, Sverige",http://restaurangang.se/,0340-460 61,vin,no,yes,"måndag: 17:00–00:00, tisdag: 08:30–11:30, 17:00–00:00, onsdag: 08:30–11:30, 17:00–00:00, torsdag: 08:30–11:30, 17:00–00:00, fredag: 08:30–11:30, 17:00–00:00, lördag: 08:30–11:30, söndag: Stängt",,4.6,131,google-places:vingård,ChIJOXrPKkYzUEYRPdukmh03oZw,google-places-farms-expansion-2.json
no,Restaurant @ Tallhöjdens Hotell,Västra Götaland,Ale,"Brearedsvägen 15, 310 38 Simlångsdalen, Sverige",http://www.tallhojden.se/,,annat,yes,yes,"måndag: Stängt, tisdag: 13:00–16:30, 18:00–21:00, onsdag: 13:00–16:30, 18:00–21:00, torsdag: 13:00–16:30, 18:00–21:00, fredag: 13:00–16:30, 18:00–21:00, lördag: 13:00–16:30, 18:00–21:00, söndag: 13:00–16:30",,4.2,72,google-places:gårdsrestaurang,ChIJXVyQMkKnUUYRli5T5u-9nsI,google-places-farms-expansion-2.json
yes,Resville Mathantverk,Västra Götaland,Lidköping,"Resville Backgårdskvarn 1, 531 93 Lidköping, Sverige",https://www.resvillemathantverk.se/,070-644 32 50,annat,no,no,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: Stängt, lördag: 12:00–17:00, söndag: 12:00–17:00",,4.5,62,google-places:lokal producent mat,ChIJg_1N7TzYWkYRfqRRtoH6QFA,google-places-farms-expansion-2.json
yes,Resö Gård AB,Västra Götaland,,"Backekällan 9, 457 97 Resö, Sverige",https://www.facebook.com/groups/resogard,070-739 73 41,grönsaker,no,no,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: 17:00–19:00, fredag: 11:00–13:00, lördag: Stängt, söndag: 13:00–16:00",,5,26,google-places:odlare gård,ChIJPSLAkOs5REYRBkPOSiDakpE,google-places-farms-expansion-2.json
yes,Ridgedale Farm,Västra Götaland,,"Åsen 20, 686 95 Västra Ämtervik, Sverige",http://www.ridgedalepermaculture.com/,079-796 56 75,grönsaker,no,no,,,4.6,28,google-places:odlare gård,ChIJryn5jUwjQ0YRCrQl4-qRbR0,google-places-farms-expansion-2.json
yes,Ringu,Västra Götaland,Göteborg,"Stålverksgatan 2, 417 07 Göteborg, Sverige",https://ringubrewing.se/,,öl,no,yes,,,5,1,google-places:bryggeri,ChIJ22p7hpf1T0YROBCppi-iZHE,google-places-farms-expansion-2.json
no,Rocky Point Brewery - Brewpub,Västra Götaland,,"Sörviksvägen 3, 439 54 Åsa, Sverige",https://www.rockypointbrewery.se/boka-bord,076-022 47 37,annat,no,no,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: 16:00–22:00, fredag: 16:00–23:00, lördag: 12:00–23:00, söndag: Stängt",,4.3,93,google-places:lokal producent mat,ChIJ85JNweTdT0YRgkvcPn6rfEM,google-places-farms-expansion-2.json
yes,Rosenhills Gårdsbutik i Härryda,Västra Götaland,Härryda,"Prästmossen 120, 438 94 Härryda, Sverige",http://gardrosenhill.se/,070-850 03 70,annat,yes,no,,,4.8,8,google-places:gårdsbutik,ChIJV671CAD5T0YRFzWqEgq6lhU,google-places-farms-expansion-2.json
no,Rosenkaféet,Västra Götaland,Göteborg,"Slussgatan 1, 411 06 Göteborg, Sverige",https://rosenkafeet.se/,031-80 29 70,annat,yes,yes,"måndag: 10:00–18:00, tisdag: 10:00–18:00, onsdag: 10:00–18:00, torsdag: 10:00–18:00, fredag: 10:00–18:00, lördag: 10:00–18:00, söndag: 10:00–18:00",,3.7,1716,google-places:gårdscafé,ChIJG4J6OHvzT0YRr2SZsnsOnRA,google-places-farms-expansion-2.json
yes,Rosenlunds Trädgård / Clezome AB,Västra Götaland,Skövde,"Säter ÅKERSÄTER 5, 549 94 Skövde, Sverige",http://www.rosenlundstradgard.se/,0500-46 12 71,grönsaker,yes,no,"måndag: 10:00–18:00, tisdag: 10:00–18:00, onsdag: 10:00–18:00, torsdag: 10:00–18:00, fredag: 10:00–18:00, lördag: 10:00–13:00, söndag: 10:00–13:00",,4.5,161,google-places:självplock,ChIJV21ndWUEW0YRRhHo12K5LKk,google-places-farms-expansion-2.json
yes,Ruckel Brewing,Västra Götaland,Trollhättan,"Olidevägen 6, 461 34 Trollhättan, Sverige",http://www.ruckelbrewing.com/,070-543 46 46,öl,no,yes,,,4.1,16,google-places:bryggeri,ChIJpb39aU89RUYRVFZFBoUIs7Q,google-places-farms-expansion-2.json
yes,Rudenstams Gårdsbutik & Kafé,Västra Götaland,,"RUDU GÅRD 50, 561 92 Huskvarna, Sverige",http://www.rudenstam.se/,036-330 05 10,grönsaker,yes,no,"måndag: 10:00–18:00, tisdag: 10:00–18:00, onsdag: 10:00–18:00, torsdag: 10:00–18:00, fredag: 10:00–18:00, lördag: 10:00–16:00, söndag: Stängt",,4.6,1820,google-places:odlare gård,ChIJa21ypWBrWkYRxExhp7k8xII,google-places-farms-expansion-2.json
yes,Rykets gård,Västra Götaland,,"RYKET 2, 599 94 Ödeshög, Sverige",https://ryketsgard.se/,070-395 89 78,mejeri,no,no,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: Stängt, lördag: 12:00–16:00, söndag: 12:00–16:00",,4.8,34,google-places:gårdsmejeri,ChIJHaSD-63NW0YR-LywQymYJhw,google-places-farms-expansion-2.json
yes,Råda Säteri Trädgårdscafé,Västra Götaland,,"Säteriallén 5, 435 32 Mölnlycke, Sverige",https://rada-sateri-tradgardscafe6.webnode.se/,,grönsaker,yes,yes,"måndag: 08:00–16:00, tisdag: 08:00–16:00, onsdag: 08:00–16:00, torsdag: 08:00–16:00, fredag: 08:00–16:00, lördag: 08:00–16:00, söndag: 08:00–16:00",,4.2,724,google-places:gårdscafé,ChIJUfZOAgnxT0YR2-BeIP-NIBQ,google-places-farms-expansion-2.json
yes,Rådanäs Bryggeri,Västra Götaland,,"Rådanäsvägen 21, 435 33 Mölnlycke, Sverige",https://radanas.se/,,öl,no,yes,,,4.7,35,google-places:bryggeri,ChIJPStk7uvwT0YRMi3Md4woKuA,google-places-farms-expansion-2.json
no,Rådhuscaféet,Västra Götaland,Skövde,"Rådhusgatan 9, 541 30 Skövde, Sverige",https://www.radhuscafeet.se/,0500-43 77 00,annat,yes,yes,"måndag: 11:00–02:00, tisdag: 11:00–02:00, onsdag: 11:00–02:00, torsdag: 11:00–02:00, fredag: 11:00–02:00, lördag: 11:00–02:00, söndag: 11:00–22:00",,3.7,679,google-places:gårdscafé,ChIJQXcJXzcCW0YRh3yAD8kVC5w,google-places-farms-expansion-2.json
yes,Rödsgubben självplock,Västra Götaland,,"Svarteborg 11, 455 97 Dingle, Sverige",https://www.facebook.com/share/19Xb6HCiHJ/?mibextid=wwXIfr,0523-331 61,grönsaker,yes,no,,,,,google-places:självplock,ChIJ8-qpAQCtRUYRG9IQCBcRyKk,google-places-farms-expansion-2.json
yes,Röe Gård Butik,Västra Götaland,,"RÖE GÅRD 102, 454 94 Brastad, Sverige",http://www.roegard.nu/,0523-423 41,annat,yes,no,"måndag: 11:00–16:00, tisdag: Stängt, onsdag: Stängt, torsdag: 11:00–16:00, fredag: 11:00–16:00, lördag: 11:00–16:00, söndag: 11:00–16:00",,4.4,644,google-places:gårdsbutik,ChIJ46VjMo-vRUYRamBOLKkxyaI,google-places-farms-expansion-2.json
no,Rörsås Lantliv,Västra Götaland,Mariestad,"Rörsås Stenbacken 1, 542 93 Mariestad, Sverige",http://www.rorsaslantliv.se/,070-656 62 30,annat,yes,no,"måndag: Öppet dygnet runt, tisdag: Öppet dygnet runt, onsdag: Öppet dygnet runt, torsdag: Öppet dygnet runt, fredag: Öppet dygnet runt, lördag: Öppet dygnet runt, söndag: Öppet dygnet runt",,4.7,11,google-places:gårdsförsäljning,ChIJf6iQXhkSW0YR9HPMFI027XY,google-places-farms-expansion-2.json
yes,Röttle Humlegård / bryggeri,Västra Götaland,,"Röttle, 563 92 Gränna, Sverige",http://www.rottlebryggeri.se/,073-089 90 20,öl,no,yes,"måndag: Öppet dygnet runt, tisdag: Öppet dygnet runt, onsdag: Öppet dygnet runt, torsdag: Öppet dygnet runt, fredag: Öppet dygnet runt, lördag: Öppet dygnet runt, söndag: Öppet dygnet runt",,4.5,2,google-places:bryggeri,ChIJ_csbCHg_WkYRibJ0hLJluSU,google-places-farms-expansion-2.json
yes,Sad Robot Brewing,Västra Götaland,Göteborg,"Aröds Industriväg 40, 417 05 Göteborg, Sverige",http://www.sadrobotbrewing.se/,070-233 94 00,öl,no,yes,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: 16:00–00:00, lördag: 16:00–00:00, söndag: Stängt",,4.6,295,google-places:bryggeri,ChIJadGTJbj0T0YRYiy54HRUI4Y,google-places-farms-expansion-2.json
yes,Saluhallen Majorna Deli & Vilt AB & ConservCompaniet,Västra Götaland,Göteborg,"Karl Johansgatan, vid Systembolaget, Jaegerdorffsplatsen 116, 414 48 Göteborg, Sverige",http://www.saluhallenmajorna.se/,070-923 55 00,kött,no,no,"måndag: 11:00–18:00, tisdag: 11:00–18:00, onsdag: 11:00–18:00, torsdag: 11:00–18:00, fredag: 11:00–18:00, lördag: 11:00–15:00, söndag: Stängt",,4.1,77,google-places:lokal producent mat,ChIJkw9eDxGNT0YR5IT9NhErm_I,google-places-farms-expansion-2.json
yes,Sammels Lantgård,Västra Götaland,,"Bertshult 503, 438 93 Landvetter, Sverige",http://www.sammelslantgard.se/,070-694 55 68,annat,yes,no,"måndag: 10:00–18:00, tisdag: 10:00–18:00, onsdag: 10:00–18:00, torsdag: 10:00–18:00, fredag: 10:00–18:00, lördag: 10:00–18:00, söndag: 10:00–18:00",,4.6,164,google-places:gårdsbutik,ChIJV53ldoT8T0YRExpVsmeYCU0,google-places-farms-expansion-2.json
no,Santa Maria AB Huvudkontor,Västra Götaland,,"Argongatan 2D, 431 53 Mölndal, Sverige",http://www.santamariaworld.com/se,031-67 42 00,annat,no,no,"måndag: 08:00–16:15, tisdag: 08:00–16:15, onsdag: 08:00–16:15, torsdag: 08:00–16:15, fredag: 08:00–16:15, lördag: Stängt, söndag: Stängt",,4.1,83,google-places:lokal producent mat,ChIJY8CfXBjyT0YRmoxoiLpOJGA,google-places-farms-expansion-2.json
yes,Sara och Anders Jordgubbar,Västra Götaland,Falköping,"SKATTEGÅRDEN, 521 91 Falköping, Sverige",http://www.saraochandersjordgubbar.se/,070-683 06 01,grönsaker; bär,yes,no,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: Stängt, lördag: 10:00–14:00, söndag: Stängt",,4.6,270,google-places:självplock,ChIJ_f1X-pPwWkYRMGkIGt64-aQ,google-places-farms-expansion-2.json
yes,Sibräcka Prästgård,Västra Götaland,,"Budalsvägen 119, 471 95 Skärhamn, Sverige",http://sibracka.se/,,grönsaker,yes,no,,,4.6,15,google-places:självplock,ChIJSxSoU_J5RUYRx5k1uJSLxu0,google-places-farms-expansion-2.json
yes,Sinnenas Spa,Västra Götaland,,"Ästad 10, 432 77 Tvååker, Sverige",https://astadvingard.se/sinnenas-spa/,0340-460 61,vin,no,yes,"måndag: 08:00–23:00, tisdag: 08:00–23:00, onsdag: 08:00–23:00, torsdag: 08:00–23:00, fredag: 08:00–23:00, lördag: 08:00–23:00, söndag: 08:00–23:00",,4.6,93,google-places:vingård,ChIJI5TVVpozUEYR6eM4zMGKc8s,google-places-farms-expansion-2.json
yes,Skaftö Vingård,Västra Götaland,,"Stuveröd, 451 78 Fiskebäckskil, Sverige",https://www.skaftovingard.se/,070-818 15 46,vin,no,yes,,,,,google-places:vingård,ChIJf-AAn6GhRUYRpNuk6iZpAFM,google-places-farms-expansion-2.json
yes,Skattegårdens Lantost,Västra Götaland,,"Höggärdetvägen 2, 441 74 Sollebrunn, Sverige",http://www.lantost.com/,070-147 70 11,mejeri,no,no,,,4.7,33,google-places:lokal producent mat,ChIJX7chp39KRUYRdbMKf9fPoqA,google-places-farms-expansion-2.json
yes,Skedevi Gård,Västra Götaland,,"Skedevi gård, 591 79 Fornåsa, Sverige",http://www.skedevigard.com/,,grönsaker,yes,no,,,4.6,295,google-places:självplock,ChIJKcHAh_veW0YRDOraeoqMW3M,google-places-farms-expansion-2.json
yes,Skenstaboá gårdsbutik,Västra Götaland,,"Skänstad, Assarsgården, 516 91 Dalsjöfors, Sverige",http://www.skenstaboa.se/,070-743 71 70,annat,yes,no,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: 14:00–19:00, fredag: Stängt, lördag: 10:00–13:00, söndag: Stängt",,4.5,174,google-places:gårdsbutik,ChIJHXoyC7ufWkYRjnBfQW3yaZs,google-places-farms-expansion-2.json
yes,Skålldals lilla eko mejeri,Västra Götaland,,"Skålldal 340, 442 96 Kode, Sverige",http://www.skalldalslillaekomejeri.se/,070-345 41 64,mejeri,yes,no,"måndag: 09:00–19:00, tisdag: 09:00–19:00, onsdag: 09:00–19:00, torsdag: 09:00–19:00, fredag: 09:00–19:00, lördag: 09:00–19:00, söndag: 09:00–19:00",,4.7,97,google-places:gårdsbutik,ChIJJZuKwpxnRUYRSbL_Fq5tHyA,google-places-farms-expansion-2.json
yes,Skåra Gårdsbageri,Västra Götaland,,"Skåra 111, 442 98 Kode, Sverige",http://www.skåragårdsbageri.se/,0303-602 00,bakat,yes,yes,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: 08:30–17:00, fredag: 08:30–17:00, lördag: 08:30–17:00, söndag: 08:30–16:00",,4.7,393,google-places:gårdscafé,ChIJXdavjnpjRUYR9tRQGBVLF5Y,google-places-farms-expansion-2.json
yes,Skärvångens Bymejeri AB,Västra Götaland,,"Skärvången 130, 835 63 Föllinge, Sverige",http://www.bymejeriet.se/,0645-401 40,mejeri,no,no,"måndag: 10:00–17:00, tisdag: 10:00–17:00, onsdag: 10:00–17:00, torsdag: 10:00–17:00, fredag: 10:00–17:00, lördag: 12:00–15:00, söndag: Stängt",,4.6,295,google-places:gårdsmejeri,ChIJq_rjC_LQcUYRMCwazmRcq0g,google-places-farms-expansion-2.json
no,Skövde Slakteri AB,Västra Götaland,Skövde,"Norra Aspelundsvägen, 541 34 Skövde, Sverige",http://www.skovdeslakteri.com/,0500-44 62 80,annat,no,no,"måndag: 07:00–16:00, tisdag: 07:00–16:00, onsdag: 07:00–16:00, torsdag: 07:00–16:00, fredag: 07:00–16:00, lördag: Stängt, söndag: Stängt",,4,50,google-places:lokal producent mat,ChIJ405V6CkCW0YRtsfxTtDAlw4,google-places-farms-expansion-2.json
yes,Slakthusets köttbod,Västra Götaland,Göteborg,"Borgaregatan 19, 416 66 Göteborg, Sverige",https://slakthusetskottbod.se/,073-502 83 51,kött,yes,no,"måndag: 09:00–18:00, tisdag: 09:00–18:00, onsdag: 09:00–18:00, torsdag: 09:00–18:00, fredag: 09:00–18:00, lördag: 09:00–14:00, söndag: Stängt",,4.8,124,google-places:gårdsbutik,ChIJx-gkT370T0YRnSMm8g-bAV8,google-places-farms-expansion-2.json
no,Snickaretorpet Vedugn & Butik,Västra Götaland,,"Eggby Snickaretorpet, 532 92 Axvall, Sverige",https://facebook.com/Snickaretorpet/,070-972 32 34,annat,yes,no,,,4.6,60,google-places:gårdsbutik,ChIJ80klLVEcW0YRnaXx-uKxk3E,google-places-farms-expansion-2.json
no,Sollebrunns Gästgifveri AB,Västra Götaland,,"Gästgivaregatan 1, 466 30 Sollebrunn, Sverige",http://www.sollebrunnsgastis.se/,0322-403 21,annat,yes,yes,"måndag: 11:00–15:00, tisdag: 11:00–15:00, onsdag: 11:00–15:00, torsdag: 11:00–15:00, fredag: 11:00–15:00, 18:00–23:00, lördag: Stängt, söndag: Stängt",,4.5,534,google-places:gårdsrestaurang,ChIJKQ-VuOJJRUYR-m_-Y0k06Ag,google-places-farms-expansion-2.json
yes,Spendrups Bryggeri AB,Västra Götaland,Göteborg,"Drakegatan 6, 412 50 Göteborg, Sverige",http://www.spendrups.se/,08-672 77 00,öl,no,yes,,,3.3,3,google-places:bryggeri,ChIJAQAAcILzT0YRr_zf1X6aJ4A,google-places-farms-expansion-2.json
yes,Spike Brewery & Taproom,Västra Götaland,Göteborg,"Slakthusområdet, Hus C, 415 02 Göteborg, Sverige",http://www.spikebrewery.com/,073-503 22 87,öl,no,yes,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: 11:30–23:00, lördag: 12:00–23:00, söndag: Stängt",,4.6,205,google-places:bryggeri,ChIJ9Z2GAIr0T0YREhmHvUyPZVo,google-places-farms-expansion-2.json
yes,Stigbergets Bryggeri,Västra Götaland,Göteborg,"Blomstergatan 13, 411 04 Göteborg, Sverige",https://stigbergetsbryggeri.se/,031-386 54 55,öl,no,yes,,,4.9,16,google-places:bryggeri,ChIJO8dpnFH1T0YRTQhcEByGnlM,google-places-farms-expansion-2.json
yes,Stigbergets Shangri-La,Västra Götaland,Göteborg,"Gamla Varvsgatan 1, 414 62 Göteborg, Sverige",http://www.stigbergetsshangrila.se/,031-789 00 66,öl,no,yes,"måndag: Stängt, tisdag: 16:00–23:00, onsdag: 16:00–23:00, torsdag: 16:00–23:00, fredag: 16:00–00:00, lördag: 16:00–00:00, söndag: Stängt",,4.5,198,google-places:bryggeri,ChIJJ93mt1jzT0YRgV0ZJrdepK0,google-places-farms-expansion-2.json
yes,Stjernsunds Gård - Butiken Stjernsund,Västra Götaland,,"Stjärnsunds Gård 239, 696 92 Askersund, Sverige",http://www.stjernsundsgard.se/,070-671 69 70,grönsaker,no,no,"måndag: 09:30–17:30, tisdag: 09:30–17:30, onsdag: 09:30–17:30, torsdag: 09:30–17:30, fredag: 09:30–17:30, lördag: 09:30–16:00, söndag: 09:30–16:00",,4.6,258,google-places:odlare gård,ChIJgzWaTzvzW0YRh94nB8xHAvU,google-places-farms-expansion-2.json
no,Stora Coop Kök & Café Skövde,Västra Götaland,Skövde,"Nolhagavägen 1, 549 38 Skövde, Sverige",https://coopforum-skovde.gastrogate.com/lunch/,010-741 16 46,annat,yes,yes,"måndag: 07:00–16:00, tisdag: 07:00–16:00, onsdag: 07:00–16:00, torsdag: 07:00–16:00, fredag: 07:00–16:00, lördag: 09:00–16:00, söndag: 09:00–16:00",,4.1,53,google-places:gårdscafé,ChIJAQAAO8kDW0YR_zbbITL84Ug,google-places-farms-expansion-2.json
no,Stora Holms Säteri,Västra Götaland,Göteborg,"Stora Holms Säteri, 417 46 Göteborg, Sverige",http://www.storaholmssateri.se/,,annat,no,no,"måndag: 11:00–14:00, tisdag: 11:00–14:00, onsdag: 11:00–14:00, torsdag: 11:00–16:00, fredag: 11:00–16:00, lördag: 11:00–16:00, söndag: 11:00–16:00",,4.3,93,google-places:lokal producent mat,ChIJ-TaQbwSPT0YRyrK2QDYhJ1s,google-places-farms-expansion-2.json
yes,Stora horns vingård,Västra Götaland,,"Trekantsvägen 3, 373 66 Hasslö, Sverige",https://www.storahorn.se/,076-839 27 70,vin,no,yes,,,5,26,google-places:vingård,ChIJiWTAL1lxVkYRE8HUGKawFHY,google-places-farms-expansion-2.json
yes,Strands Gård - Gårdsbutik,Västra Götaland,,"Gisebo 1, 561 92 Huskvarna, Sverige",https://www.strandsgard.se/,,grönsaker,yes,no,"måndag: 09:00–20:00, tisdag: 09:00–20:00, onsdag: 09:00–20:00, torsdag: 09:00–20:00, fredag: 09:00–20:00, lördag: 10:00–18:00, söndag: Stängt",,4.5,67,google-places:odlare gård,ChIJvUKXTGNtWkYRhA3NstgQygQ,google-places-farms-expansion-2.json
yes,Sävedalens Gårdscafé,Västra Götaland,Göteborg,"Göteborgsvägen 85, 433 63 Sävedalen, Sverige",http://www.savedalensgardscafe.se/,079-358 80 26,annat,yes,yes,"måndag: 08:30–16:00, tisdag: 08:30–16:00, onsdag: 08:30–16:00, torsdag: 08:30–16:00, fredag: 08:30–16:00, lördag: 11:00–15:00, söndag: Stängt",,4.5,259,google-places:gårdscafé,ChIJ9ffCqSD0T0YRdugKDPlOZRc,google-places-farms-expansion-2.json
